ID,Tract,latitude,longitude
1220,251500.0,41.8890662836406,-87.76341292076268
1217,251500.0,41.88785711707749,-87.75611192191508
1216,430900.0,41.76235730529328,-87.58573271527348
1215,730500.0,41.72145087782269,-87.63388500057607
1214,71500.0,41.913359313787396,-87.63314527151152
1213,360200.0,41.8275822352478,-87.61153911516595
1212,120200.0,42.00013766174533,-87.76567507883368
1211,150200.0,41.95544156867743,-87.75220692937381
1210,470100.0,41.7320625456544,-87.6021595830394
1219,30400.0,41.983518375402696,-87.67052169488204
1218,681200.0,41.76531119678111,-87.64106602613782
1107,60200.0,41.958762026552506,-87.67240663672476
1106,231200.0,41.90262985176969,-87.72470208492405
2,840200.0,41.84135879880796,-87.6496140309946
1226,100300.0,41.989956841384355,-87.80580578648443
3,340500.0,41.83435138777162,-87.63514904173263
1225,681200.0,41.77247349362068,-87.64093431514522
4,835500.0,41.81252900577755,-87.63539283824105
1103,231100.0,41.90142770953452,-87.71467418312108
1224,81402.0,41.892610625752695,-87.6161307509085
5,611400.0,41.80304072137835,-87.66980173673011
1102,271300.0,41.87614802307178,-87.70974683684307
1223,100300.0,41.992499537957315,-87.80555149635825
6,460200.0,41.74461686921046,-87.55024799522266
1222,100300.0,41.98732795184702,-87.80393777105621
7,611900.0,41.79953486570764,-87.65754738998271
1100,51100.0,41.939626434271815,-87.67870943517954
8,834900.0,41.77591783708249,-87.65447617221906
9,681300.0,41.76343250013292,-87.63743770114849
1109,251600.0,41.88871312487794,-87.74927859390175
1108,841700.0,41.85298485071098,-87.71023731843104
1121,600400.0,41.838140139750976,-87.64334229880126
1242,81300.0,41.89679914397226,-87.62352112172897
1120,292200.0,41.8572404502101,-87.71160652257817
1118,500300.0,41.68925547321584,-87.60584555056056
1239,81202.0,41.901661557266095,-87.62785700370608
1238,100200.0,41.99205473358461,-87.79865796093219
1116,230500.0,41.91109325235254,-87.72751446930846
1237,500300.0,41.69166850607775,-87.6100222975627
1115,62900.0,41.938656515735204,-87.65520438649861
1114,290900.0,41.865024442693425,-87.72995387882196
1113,310200.0,41.85945488367588,-87.64200172596924
1112,835800.0,41.815680240042184,-87.62130578668263
1111,400400.0,41.79227281580722,-87.6207064812063
1119,110502.0,41.96802243871349,-87.7527113891469
1011,640700.0,41.776060466405056,-87.75243311333918
1132,530300.0,41.6824033431717,-87.64700245964383
1253,10300.0,42.017251420163745,-87.6635993461249
1010,390600.0,41.8042603135961,-87.59458963553766
1130,222900.0,41.91400505046272,-87.71797105387634
1251,10400.0,42.0047098384718,-87.65804103015927
1008,670300.0,41.787941864923084,-87.66920030754108
1129,660800.0,41.77373450090363,-87.68970413457623
1128,833300.0,41.870962227651546,-87.6523345505442
1006,242200.0,41.896806849958125,-87.67431258991121
1127,838700.0,41.86410344682838,-87.71649904616771
1248,10400.0,42.00264640321802,-87.65818548406605
1005,491000.0,41.705299053194494,-87.63121731074102
1126,510300.0,41.72061436717951,-87.57283848989579
1004,510200.0,41.71806220554299,-87.56457214568366
1003,230400.0,41.91254262220832,-87.72389309727242
1124,60300.0,41.9498453251303,-87.67022789479972
1002,31400.0,41.963728428542424,-87.64989118071759
1123,20400.0,42.00868616070562,-87.6868448957373
1244,81000.0,41.89984767870624,-87.63125397292845
1001,000nan,,
1122,510300.0,41.71271069503592,-87.56812542981527
1022,310900.0,41.85222555221492,-87.67643356655168
1143,70500.0,41.92806826564413,-87.65861605820737
1021,842100.0,41.898771943941654,-87.73766916290231
1020,839600.0,41.82710956929981,-87.62053986671981
1141,130200.0,41.983443834090906,-87.72852594274798
1262,10100.0,42.02102430565134,-87.66503838605666
1261,10400.0,42.00563242187866,-87.65878835878414
1260,10400.0,42.00377780630589,-87.65815889695017
1019,832600.0,41.91702196707263,-87.65530431083471
1018,600900.0,41.835361272436955,-87.65587599894354
1139,251700.0,41.89147139777407,-87.74365119495138
1017,71000.0,41.92282237549409,-87.65724309946921
1138,231500.0,41.892118381048306,-87.72469239497656
1016,620200.0,41.79489987064312,-87.73208565211559
1137,660700.0,41.77667733675628,-87.68092728606922
1258,10100.0,42.0218139654861,-87.6653619236285
1015,242800.0,41.89167201755333,-87.68983295794555
1257,10300.0,42.01618018325229,-87.66371933817027
1014,834600.0,41.79079105627295,-87.63398166780462
1135,63000.0,41.93535182630535,-87.6516039502493
1256,10100.0,42.0193484198262,-87.66396384834974
1013,10300.0,42.01290354391716,-87.6625665954561
1255,30103.0,41.995107812154856,-87.65546590447701
1012,000nan,,
1133,210700.0,41.93727317408366,-87.7019262184985
1033,381800.0,41.80545314472704,-87.61812910137292
1154,420800.0,41.778257695730645,-87.60048228615739
1275,430300.0,41.76772711186669,-87.5894173101097
1032,220300.0,41.92531675586213,-87.69506481873282
1274,836300.0,41.80216402304558,-87.59972475585164
1031,40201.0,41.9686047235644,-87.69662895736309
1273,380100.0,41.81848096497259,-87.61037992688858
1030,842900.0,41.864779049774086,-87.65873892018664
1151,100500.0,41.97724627947457,-87.80806657390781
1272,410600.0,41.79877157353155,-87.59670370737581
1150,243000.0,41.8948898505779,-87.67954720589518
1270,70400.0,41.92891689503716,-87.65577849247921
1029,839900.0,41.828511785894705,-87.6477560789292
1028,611600.0,41.796932152122736,-87.67793538986166
1149,836800.0,41.887568649301215,-87.71356206874492
1027,241500.0,41.90698470453947,-87.67067211785462
1148,70700.0,41.925787951216705,-87.66941414161022
1026,252202.0,41.87684485708468,-87.74086475174943
1147,210100.0,41.94512463038404,-87.70295562517492
1268,420300.0,41.785515855713356,-87.59639754198355
1025,842600.0,41.81892086150458,-87.64179163515303
1267,710100.0,41.754272814082924,-87.6399321171586
1024,600600.0,41.839197415464014,-87.6536233985272
1145,62000.0,41.94359388283402,-87.64708206112243
600,838800.0,41.67359983427258,-87.57528355315213
1265,30101.0,41.990150743314985,-87.6561900154282
601,170100.0,41.95280243889994,-87.80183556933036
602,260200.0,41.88077953713935,-87.72593780946994
1044,843800.0,41.799732785540016,-87.64156929394812
1165,242400.0,41.89779316863729,-87.68681529975208
1286,700402.0,41.73504747132978,-87.71421951957109
1043,10100.0,42.02054489874092,-87.67064918032338
1164,260200.0,41.8833847161269,-87.72882764744321
1042,200100.0,41.934643127958225,-87.73378629761265
1284,840400.0,41.83689627275402,-87.66698095000822
1041,530100.0,41.67987088401554,-87.61633632397934
1162,839900.0,41.82903153619014,-87.64248436640628
1283,221100.0,41.918768341279645,-87.71020983615165
1161,210900.0,41.934676600159946,-87.69517696390278
1040,836700.0,41.895483852053474,-87.70785219821681
1281,50600.0,41.953323583922895,-87.67527421170507
1280,191301.0,41.91870029852703,-87.7766824046098
1039,230600.0,41.906299442785496,-87.72912064406148
1159,310600.0,41.857591449886,-87.65878768036634
1038,100100.0,41.99250374128587,-87.77905984567565
1037,81800.0,41.898855605596,-87.63950240956098
1279,30703.0,41.9784821219921,-87.65779622082806
1036,840300.0,41.83192635460074,-87.6789165440947
1278,570100.0,41.81154986708566,-87.71948460221029
1035,271200.0,41.875852376983914,-87.70274430718302
1277,832500.0,41.921838107827796,-87.66328062766473
1155,840100.0,41.84235266051735,-87.64143376063066
1276,63100.0,41.93996505627848,-87.64530643809894
1055,630600.0,41.80200528650664,-87.68151515852264
1054,560900.0,41.79781970765282,-87.78842778044401
1053,672000.0,41.76116787285929,-87.66763190980504
1052,720500.0,41.70263030630048,-87.68678471844987
1051,680500.0,41.79001201944999,-87.65468921941886
1050,252201.0,41.87845518050898,-87.75152374655062
1049,691000.0,41.76495119130982,-87.61533356127393
1048,691100.0,41.76177048152982,-87.62777333735721
500,260900.0,41.87198955556619,-87.72300771812422
1047,832900.0,41.871711905341556,-87.66466564698612
1168,70200.0,41.929035842964595,-87.64782076887008
501,190100.0,41.93880084668899,-87.7445047353549
1046,711300.0,41.73572212542109,-87.66352849810926
1288,600700.0,41.84435993110918,-87.66054533315332
502,843200.0,41.842200214426214,-87.6657583345484
1045,240600.0,41.91049714574814,-87.69097220983883
1287,510300.0,41.722463406140776,-87.5658225361127
503,000nan,,
504,836500.0,41.825055701746805,-87.60385015251751
505,640500.0,41.777259877425536,-87.79961154093985
506,10100.0,42.0213571027104,-87.67315427065745
507,330102.0,41.86298408312604,-87.6258036166862
509,710700.0,41.750500465526386,-87.65745205322122
1066,300700.0,41.847833521533005,-87.7113041623407
1065,838000.0,41.878723444832644,-87.68113515016
1064,260300.0,41.88545059624795,-87.73555325782092
1063,612200.0,41.804460240788785,-87.65764210361584
1062,840400.0,41.833188276987585,-87.66671821426422
1061,830600.0,41.99904218011835,-87.66927672919996
1060,740300.0,41.69860403318677,-87.70235925791758
510,838200.0,41.8722731317614,-87.67983693593408
511,81800.0,41.89280734933857,-87.64102543771719
1058,520200.0,41.72039737850929,-87.53778355616595
512,832300.0,41.91438846833387,-87.66788128961304
1057,10701.0,42.00895824495177,-87.67876576151326
513,330102.0,41.86407274101094,-87.62248334108
1056,831100.0,41.940915845119775,-87.72288568893134
514,230700.0,41.906939078745324,-87.71797983137924
515,843000.0,41.86991174750278,-87.71383671876055
516,843200.0,41.839255782173325,-87.66586277105
517,30601.0,41.989660854021054,-87.6554488417255
518,10100.0,42.02258841982285,-87.67379413471104
519,844700.0,41.85396570852731,-87.71247770176143
1077,830600.0,42.00172739613498,-87.67392490990846
1074,70600.0,41.92758404941452,-87.66589871671829
1073,430900.0,41.76168286782138,-87.58363347372114
1072,520300.0,41.69907687668962,-87.54358596817178
1071,839700.0,41.83162028009366,-87.65432746759154
1070,301200.0,41.84591806975146,-87.6927513514396
520,242200.0,41.898554082760995,-87.67353919990444
400,282800.0,41.87310059265536,-87.68461536279665
521,60100.0,41.95713665973307,-87.66535624903258
522,62600.0,41.933213135995004,-87.67119035535973
1069,730100.0,41.72693903629545,-87.63918398436368
402,40402.0,41.9687602808591,-87.68250437102006
523,000nan,,
1068,612200.0,41.80159373424698,-87.64896537216464
403,671300.0,41.77481684218702,-87.67129761356733
524,420400.0,41.7822088333275,-87.6044226938696
1067,510100.0,41.717344465618964,-87.55592754673756
404,611200.0,41.80577843006938,-87.66253847200187
405,834300.0,41.74958614905654,-87.59635188774735
526,20702.0,41.990454980493894,-87.70697917900799
527,000nan,,
407,842100.0,41.89459106168863,-87.72613805769629
528,650301.0,41.77782990452249,-87.73502277577302
408,570400.0,41.803070407845325,-87.72207949815942
529,240500.0,41.912601847684755,-87.68204911189275
1080,550100.0,41.6516770431827,-87.53737811890852
1087,231500.0,41.89403399689775,-87.71619540660578
1086,680600.0,41.782091392726954,-87.65084344262601
1085,31100.0,41.974657584467934,-87.66113173907235
1084,32100.0,41.958362452519054,-87.65530360077355
1083,411200.0,41.792854758601266,-87.59317299163416
530,000nan,,
531,840200.0,41.84256636180885,-87.6464673226049
532,836400.0,41.81961588543169,-87.60051848517924
412,831000.0,41.915270776525915,-87.67748931361655
533,130100.0,41.984969388921286,-87.72841744273222
534,291200.0,41.864055100894745,-87.71299013214332
1079,520300.0,41.70349940922398,-87.53656853817398
414,230600.0,41.90260716951559,-87.73380773600212
535,832600.0,41.91606837185168,-87.64900120613606
1078,30900.0,41.977188641949056,-87.66956320504397
1199,691500.0,41.75795468875583,-87.59921172559211
415,680900.0,41.77803522747081,-87.63411239954127
536,000nan,,
416,251800.0,41.883103856052855,-87.75170459215747
537,281900.0,41.87933120896213,-87.64271842845568
417,251400.0,41.892775127933646,-87.7736176633864
538,000nan,,
539,221100.0,41.92213597593502,-87.70756098956736
419,440300.0,41.7490999243621,-87.6228720835249
1091,832600.0,41.91309540431837,-87.65244629228692
1090,20901.0,41.99332058283528,-87.68860243324838
1098,834700.0,41.79238778152592,-87.64396862045936
1097,210100.0,41.94395001713525,-87.7064626764294
1094,691500.0,41.75802189177921,-87.59921332565733
1093,250200.0,41.9113577882531,-87.74939295812953
1092,251200.0,41.90212384146355,-87.76173634900266
540,000nan,,
420,30800.0,41.98277877377831,-87.6613991757178
541,320400.0,41.87812361734893,-87.62759728275563
421,612100.0,41.79778785751358,-87.64532323281895
542,833100.0,41.8802094858537,-87.65073838130479
422,271300.0,41.87495917481232,-87.70603261081686
543,839000.0,41.8741750012864,-87.62973491286732
423,71200.0,41.91905238874233,-87.64725577081259
544,831900.0,41.94561922289802,-87.67289591666218
424,140500.0,41.96786252691447,-87.72809327223723
425,70300.0,41.930079686813656,-87.65369345060878
546,000nan,,
1089,841500.0,41.86026099175075,-87.70907260543407
305,560200.0,41.81303636062529,-87.7526278818998
426,580200.0,41.829893029240395,-87.69832091459625
547,330101.0,41.857886785159565,-87.6195489899859
306,10202.0,42.017288481578134,-87.67040392067531
427,120400.0,41.9688691139213,-87.74828060138805
307,640300.0,41.78441012017555,-87.76205964595943
428,20500.0,42.00177810717372,-87.68991074590934
549,830900.0,41.92883193015456,-87.69091437106442
308,231200.0,41.9020354599582,-87.72620662763802
429,430102.0,41.77250114479017,-87.56653901600112
309,630900.0,41.790550295170874,-87.71090166595985
550,330103.0,41.857846737202806,-87.62216565885922
430,251600.0,41.89218058695485,-87.75435371807635
551,280100.0,41.88821471084219,-87.64423686751246
431,832400.0,41.91488020587968,-87.6911209603652
552,190200.0,41.938736438779586,-87.74941679301895
432,836600.0,41.89637485206168,-87.7107384575138
553,843500.0,41.840915515250174,-87.70011029046213
433,220400.0,41.92727237915403,-87.70231027337263
554,222600.0,41.91400283636665,-87.70509439483425
434,834200.0,41.755048150384425,-87.59039510354643
555,000nan,,
435,30800.0,41.980026378239586,-87.66004569037347
556,830900.0,41.92818984553213,-87.69127866311482
436,842500.0,41.774618256333326,-87.62849293331016
557,20200.0,42.01465565083822,-87.70869162978829
437,670100.0,41.79131506731943,-87.65958313248831
558,720600.0,41.70075006871065,-87.68136516854901
559,30102.0,41.99392283529278,-87.65542911896512
560,81800.0,41.89658843941834,-87.63885044946869
440,834700.0,41.79286055821984,-87.64641263007326
561,330103.0,41.85983468587358,-87.62557965239978
320,730100.0,41.72550000154666,-87.63477765914877
441,671500.0,41.76762978861984,-87.67352780625743
562,000nan,,
321,380600.0,41.81764231414985,-87.624603781529
563,550200.0,41.6591348844492,-87.55936098215716
201,250800.0,41.90467577416939,-87.7557554525302
322,836000.0,41.81297638890669,-87.61516736350632
443,842600.0,41.81334155489179,-87.64452804915447
564,838800.0,41.6859642952553,-87.57639001706406
202,290900.0,41.86150852448259,-87.73352003218372
323,380600.0,41.821052882723336,-87.61999026654644
565,838800.0,41.68384881649848,-87.5594402629568
203,000nan,,
324,390100.0,41.81392578939949,-87.59534099795235
566,000nan,,
